
Note: No compatibility mode selected!


Circuit: * nmos dc transistor sweep

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 501
                           * nmos dc transistor sweep
                           DC transfer characteristic  Sun Jun 14 01:19:36  2026
--------------------------------------------------------------------------------
Index   v-sweep         i(vds)          
--------------------------------------------------------------------------------
0	0.000000e+00	-1.01000e-12	
1	1.000000e-02	-1.01000e-12	
2	2.000000e-02	-1.01000e-12	
3	3.000000e-02	-1.01000e-12	
4	4.000000e-02	-1.01000e-12	
5	5.000000e-02	-1.01000e-12	
6	6.000000e-02	-1.01000e-12	
7	7.000000e-02	-1.01000e-12	
8	8.000000e-02	-1.01000e-12	
9	9.000000e-02	-1.01000e-12	
10	1.000000e-01	-1.01000e-12	
11	1.100000e-01	-1.01000e-12	
12	1.200000e-01	-1.01000e-12	
13	1.300000e-01	-1.01000e-12	
14	1.400000e-01	-1.01000e-12	
15	1.500000e-01	-1.01000e-12	
16	1.600000e-01	-1.01000e-12	
17	1.700000e-01	-1.01000e-12	
18	1.800000e-01	-1.01000e-12	
19	1.900000e-01	-1.01000e-12	
20	2.000000e-01	-1.01000e-12	
21	2.100000e-01	-1.01000e-12	
22	2.200000e-01	-1.01000e-12	
23	2.300000e-01	-1.01000e-12	
24	2.400000e-01	-1.01000e-12	
25	2.500000e-01	-1.01000e-12	
26	2.600000e-01	-1.01000e-12	
27	2.700000e-01	-1.01000e-12	
28	2.800000e-01	-1.01000e-12	
29	2.900000e-01	-1.01000e-12	
30	3.000000e-01	-1.01000e-12	
31	3.100000e-01	-1.01000e-12	
32	3.200000e-01	-1.01000e-12	
33	3.300000e-01	-1.01000e-12	
34	3.400000e-01	-1.01000e-12	
35	3.500000e-01	-1.01000e-12	
36	3.600000e-01	-1.01000e-12	
37	3.700000e-01	-1.01000e-12	
38	3.800000e-01	-1.01000e-12	
39	3.900000e-01	-1.01000e-12	
40	4.000000e-01	-1.01000e-12	
41	4.100000e-01	-1.01000e-12	
42	4.200000e-01	-1.01000e-12	
43	4.300000e-01	-1.01000e-12	
44	4.400000e-01	-1.01000e-12	
45	4.500000e-01	-1.01000e-12	
46	4.600000e-01	-1.01000e-12	
47	4.700000e-01	-1.01000e-12	
48	4.800000e-01	-1.01000e-12	
49	4.900000e-01	-1.01000e-12	
50	5.000000e-01	-1.01000e-12	
51	5.100000e-01	-1.01000e-12	
52	5.200000e-01	-1.01000e-12	
53	5.300000e-01	-1.01000e-12	
54	5.400000e-01	-1.01000e-12	

Index   v-sweep         i(vds)          
--------------------------------------------------------------------------------
55	5.500000e-01	-1.01000e-12	
56	5.600000e-01	-1.01000e-12	
57	5.700000e-01	-1.01000e-12	
58	5.800000e-01	-1.01000e-12	
59	5.900000e-01	-1.01000e-12	
60	6.000000e-01	-1.01000e-12	
61	6.100000e-01	-1.01000e-12	
62	6.200000e-01	-1.01000e-12	
63	6.300000e-01	-1.01000e-12	
64	6.400000e-01	-1.01000e-12	
65	6.500000e-01	-1.01000e-12	
66	6.600000e-01	-1.01000e-12	
67	6.700000e-01	-1.01000e-12	
68	6.800000e-01	-1.01000e-12	
69	6.900000e-01	-1.01000e-12	
70	7.000000e-01	-1.01000e-12	
71	7.100000e-01	-6.06010e-08	
72	7.200000e-01	-2.42401e-07	
73	7.300000e-01	-5.45401e-07	
74	7.400000e-01	-9.69601e-07	
75	7.500000e-01	-1.51500e-06	
76	7.600000e-01	-2.18160e-06	
77	7.700000e-01	-2.96940e-06	
78	7.800000e-01	-3.87840e-06	
79	7.900000e-01	-4.90860e-06	
80	8.000000e-01	-6.06000e-06	
81	8.100000e-01	-7.33260e-06	
82	8.200000e-01	-8.72640e-06	
83	8.300000e-01	-1.02414e-05	
84	8.400000e-01	-1.18776e-05	
85	8.500000e-01	-1.36350e-05	
86	8.600000e-01	-1.55136e-05	
87	8.700000e-01	-1.75134e-05	
88	8.800000e-01	-1.96344e-05	
89	8.900000e-01	-2.18766e-05	
90	9.000000e-01	-2.42400e-05	
91	9.100000e-01	-2.67246e-05	
92	9.200000e-01	-2.93304e-05	
93	9.300000e-01	-3.20574e-05	
94	9.400000e-01	-3.49056e-05	
95	9.500000e-01	-3.78750e-05	
96	9.600000e-01	-4.09656e-05	
97	9.700000e-01	-4.41774e-05	
98	9.800000e-01	-4.75104e-05	
99	9.900000e-01	-5.09646e-05	
100	1.000000e+00	-5.45400e-05	
101	1.010000e+00	-5.82366e-05	
102	1.020000e+00	-6.20544e-05	
103	1.030000e+00	-6.59934e-05	
104	1.040000e+00	-7.00536e-05	
105	1.050000e+00	-7.42350e-05	
106	1.060000e+00	-7.85376e-05	
107	1.070000e+00	-8.29614e-05	
108	1.080000e+00	-8.75064e-05	
109	1.090000e+00	-9.21726e-05	
110	1.100000e+00	-9.69600e-05	
111	1.110000e+00	-1.01869e-04	
